book_id,title,author,fictional,popularity_score,isbn,page_count,tags,cover_image_filename,cover_image_dominant_color,cover_image_bg_color,is_cover_image_dark,createdAt,updatedAt,introdone
792,Instruction Manual for the 21st Century Samurai,Alexei Maxim Russell,False,50,NULL,NULL,"{self-improvement,motivational}",792.webp,NULL,NULL,NULL,2025-04-06 07:49:31.449+00,2025-04-26 14:46:16.209+00,true
797,"The Diary of a Bookseller (Diary of a Bookseller, #1)",Shaun Bythell,False,70,9781781258620,320,"{bestseller,biography}",797.webp,#334b50,#c6cdce,True,2025-04-06 07:49:31.455+00,2025-05-24 21:14:28.017+00,true
802,First Things First,Stephen R. Covey,False,85,978-0684802039,384,"{bestseller,self-improvement,motivational}",802.webp,#1a3a48,#bfc8cc,True,2025-04-06 07:49:31.46+00,2025-05-01 14:26:55.576+00,true
762,Solving the Procrastination Puzzle: A Concise Guide to Strategies for Change,Timothy A. Pychyl,False,65,NULL,128,"{self-improvement,educational}",762.webp,#f2cc33,#f6db70,True,2025-04-06 07:49:31.415+00,2025-05-24 21:13:50.572+00,true
764,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,False,85,NULL,320,"{bestseller,motivational}",764.webp,#212825,#c1c3c2,True,2025-04-06 07:49:31.418+00,2025-05-01 14:24:57.546+00,true
801,Binding Chaos: Mass Collaboration on a Global Scale,Heather Marsh,False,50,NULL,NULL,{educational},801.webp,NULL,NULL,NULL,2025-04-06 07:49:31.459+00,2025-04-26 14:46:16.242+00,true
794,Savage Inequalities: Children in America's Schools,Jonathan Kozol,False,80,9780770435684,336,"{educational,influential}",794.webp,#1d1412,#c0bdbd,True,2025-04-06 07:49:31.452+00,2025-05-24 21:14:13.529+00,true
807,The Singularity is Coming: The Artificial Intelligence Explosion,Tony Thorne,False,60,NULL,NULL,"{technology,future}",807.webp,NULL,NULL,NULL,2025-04-06 07:49:31.465+00,2025-04-26 14:46:16.263+00,true
763,The Ragamuffin Gospel,Brennan Manning,False,75,NULL,240,"{influential,religion}",763.webp,NULL,NULL,NULL,2025-04-06 07:49:31.417+00,2025-04-26 14:46:16.102+00,true
799,Discipline and Punish: The Birth of the Prison,Michel Foucault,False,90,9780679752554,333,"{classic,influential}",799.webp,#22110d,#c1bcbb,True,2025-04-06 07:49:31.457+00,2025-04-27 08:32:04.427+00,true
821,Decisive: How to Make Better Choices in Life and Work,Chip Heath,False,70,9780307956392,336,"{self-improvement,decision-making}",821.webp,#aaac78,#c4c5a1,True,2025-04-06 07:49:31.482+00,2025-05-24 21:15:04.912+00,true
823,Thinking in Bets: Making Smarter Decisions When You Don't Have All the Facts,Annie Duke,False,75,9780735216358,288,"{decision-making,psychology}",823.webp,#83bd8d,#a8d1af,True,2025-04-06 07:49:31.484+00,2025-05-24 21:15:11.638+00,true
822,The Millionaire Fastlane: Crack the Code to Wealth and Live Rich for a Lifetime!,M.J. DeMarco,False,85,9780984358106,336,"{motivational,entrepreneurship}",822.webp,#0e1d2b,#bbc0c4,True,2025-04-06 07:49:31.483+00,2025-05-01 14:27:15.533+00,true
851,"The Path to Power (The Years of Lyndon Johnson, #1)",Robert A. Caro,False,90,9780394499734,882,"{bestseller,biography}",851.webp,#0b2f20,#bbc5c1,True,2025-04-06 07:49:31.515+00,2025-04-27 08:32:49.707+00,true
824,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,False,80,9781620408919,400,"{historical,society}",824.webp,#ce3429,#f1c6c3,True,2025-04-06 07:49:31.485+00,2025-05-24 21:15:23.397+00,true
842,"Full Catastrophe Living: Using the Wisdom of Your Body and Mind to Face Stress, Pain, and Illness",Jon Kabat-Zinn,False,85,9780345536938,720,"{mindfulness,health}",842.webp,#4f887d,#cededb,True,2025-04-06 07:49:31.505+00,2025-05-01 14:27:28.852+00,true
825,"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,False,70,9780786884598,304,"{self-improvement,motivational}",825.webp,#44226a,#cbc1d5,True,2025-04-06 07:49:31.486+00,2025-05-24 21:15:29.746+00,true
826,Give Me Tomorrow: The Korean War's Greatest Untold Story,Patrick K. O'Donnell,False,65,9780306818011,288,"{historical,war}",826.webp,#2d1103,#c4bcb9,True,2025-04-06 07:49:31.487+00,2025-05-24 21:15:36.704+00,true
832,Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World,J. Mark G. Williams,False,80,9781609618957,288,"{mindfulness,self-improvement}",832.webp,#2c8686,#c4dddd,True,2025-04-06 07:49:31.494+00,2025-05-24 21:15:43.973+00,true
833,The Song of the Dodo: Island Biogeography in an Age of Extinction,David Quammen,False,75,9780684827124,704,"{science,nature}",833.webp,#e98a35,#f9dec7,True,2025-04-06 07:49:31.495+00,2025-05-24 21:15:52.72+00,true
813,Mindfulness Living in the Moment - Living in the Breath,Amit Ray,False,65,NULL,NULL,"{mindfulness,self-improvement}",813.webp,#ffba40,#ffcf79,True,2025-04-06 07:49:31.473+00,2025-05-24 21:14:47.897+00,true
834,Designing Your Life: Build a Life that Works for You,Bill Burnett,False,80,9781101875322,272,"{self-improvement,career}",834.webp,#399f94,#c7e4e1,True,2025-04-06 07:49:31.496+00,2025-05-24 21:16:01.264+00,true
841,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,False,70,9780060753641,272,"{self-improvement,relationships}",841.webp,#5a346b,#d1c6d5,True,2025-04-06 07:49:31.503+00,2025-05-24 21:16:08.036+00,true
843,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Conor Grennan,False,75,9780061930058,304,"{biography,inspirational}",843.webp,#bca6c8,#d0c1d9,True,2025-04-06 07:49:31.506+00,2025-05-24 21:16:19.83+00,true
835,Happiness Power: How to Unleash Your Power and Live a More Joyful Life,Robert Gill Jr.,False,60,NULL,NULL,"{self-improvement,happiness}",835.webp,NULL,NULL,NULL,2025-04-06 07:49:31.497+00,2025-04-26 14:46:16.351+00,true
849,Fatal Vision,Joe McGinniss,False,85,9780451165664,976,"{""true crime"",bestseller}",849.webp,#2c1711,#c4bebc,True,2025-04-06 07:49:31.513+00,2025-05-01 14:27:47.471+00,true
817,Life,Keith Richards,False,85,978-0316034418,576,"{bestseller,biography}",817.webp,#5a2615,#d1c2bd,True,2025-04-06 07:49:31.478+00,2025-05-01 14:27:02.953+00,true
812,Louder Than a Whisper: Clearer Than a Bell,Renée Paule,False,45,NULL,NULL,{self-improvement},812.webp,NULL,NULL,NULL,2025-04-06 07:49:31.472+00,2025-04-26 14:46:16.277+00,true
819,Testament of Youth,Vera Brittain,False,90,978-0143039235,688,"{classic,historical,biography}",819.webp,#8990a3,#dee0e5,True,2025-04-06 07:49:31.48+00,2025-04-27 08:32:30.01+00,true
864,The Procrastination Equation: How to Stop Putting Things Off and Start Getting Stuff Done,Piers Steel,False,75,9780061703614,336,"{self-improvement,motivational}",864.webp,#fea913,#fec35a,True,2025-04-06 07:49:31.529+00,2025-05-24 21:16:46.562+00,true
865,The Power Of Less: The Fine Art of Limiting Yourself to the Essential,Leo Babauta,False,80,9781401309701,192,"{self-improvement,motivational}",865.webp,#ef664d,#fbd4cd,True,2025-04-06 07:49:31.53+00,2025-05-24 21:16:53.343+00,true
872,Assata: An Autobiography,Assata Shakur,False,80,9781556520747,320,"{influential,historical}",872.webp,#e66c22,#f8d6c1,True,2025-04-06 07:49:31.538+00,2025-05-24 21:17:09.606+00,true
867,In the Grip of Grace: You Can't Fall Beyond His Love,Max Lucado,False,60,9780849947122,240,"{inspirational,religion}",867.webp,NULL,NULL,NULL,2025-04-06 07:49:31.533+00,2025-04-26 14:46:16.437+00,true
870,From Brexit to Brazil,John Richard Spencer,False,50,NULL,NULL,"{politics,current-affairs}",870.webp,NULL,NULL,NULL,2025-04-06 07:49:31.535+00,2025-04-26 14:46:16.445+00,true
876,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,False,85,9781400209606,240,"{self-improvement,motivational}",876.webp,#ed6383,#fad3dc,True,2025-04-06 07:49:31.542+00,2025-05-01 14:28:25.578+00,true
880,The Ethical Slut: A Guide to Infinite Sexual Possibilities,Dossie Easton,False,70,NULL,320,"{educational,influential}",880.webp,#60316b,#d3c5d5,True,2025-04-06 07:49:31.546+00,2025-05-24 21:17:15.878+00,true
871,"Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist, 1968-1976",Hunter S. Thompson,False,85,9780684873169,784,"{classic,journalism}",871.webp,#8e2c21,#dfc4c1,True,2025-04-06 07:49:31.536+00,2025-05-01 14:28:18.128+00,true
875,Successful Freelancing And Outsourcing: A Guide To Make Money Online And Increase Business Profit,Maria Johnsen,False,55,NULL,NULL,"{business,entrepreneurship}",875.webp,NULL,NULL,NULL,2025-04-06 07:49:31.541+00,2025-04-26 14:46:16.463+00,true
879,Darkness Visible: A Memoir of Madness,William Styron,False,85,9780679736394,84,"{classic,mental-health}",879.webp,#0c0f1a,#bbbcbf,True,2025-04-06 07:49:31.545+00,2025-05-01 14:28:33.319+00,true
888,The Reason for God: Belief in an Age of Skepticism,Timothy J. Keller,False,85,9781594483493,293,"{influential,bestseller}",888.webp,#001022,#b8bcc1,True,2025-04-06 07:49:31.555+00,2025-05-01 14:28:41.198+00,true
883,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,False,80,9780743277464,288,"{motivational,self-improvement}",883.webp,#145d72,#bdd2d7,True,2025-04-06 07:49:31.549+00,2025-05-24 21:17:22.115+00,true
884,Committed: A Skeptic Makes Peace with His Parents' Religion,Lisa See,False,60,NULL,352,"{influential,historical}",884.webp,NULL,NULL,NULL,2025-04-06 07:49:31.55+00,2025-04-26 14:46:16.492+00,true
885,"Conscious Creativity Mindfulness Meditations (AoL Mindfulness, #7)",Nataša Pantović,False,55,NULL,200,"{mindfulness,educational}",885.webp,NULL,NULL,NULL,2025-04-06 07:49:31.552+00,2025-04-26 14:46:16.495+00,true
859,Passionate Declarations: Essays on War and Justice,Howard Zinn,False,70,9780060557676,336,"{politics,society}",859.webp,#be300e,#edc5bb,True,2025-04-06 07:49:31.523+00,2025-05-24 21:16:39.7+00,true
874,The Myth of Sisyphus,Albert Camus,False,90,9780679733737,212,"{classic,philosophy}",874.webp,#a43711,#e5c7bc,True,2025-04-06 07:49:31.539+00,2025-04-27 08:32:55.516+00,true
903,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,Jodi Kantor,False,85,9780525560340,320,"{award-winning,influential}",903.webp,NULL,NULL,NULL,2025-04-06 07:49:31.571+00,2025-04-26 14:46:16.556+00,true
906,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,False,82,9781631494536,368,"{historical,influential}",906.webp,#ebbf9e,#d4ac8e,False,2025-04-06 07:49:31.575+00,2025-05-24 21:18:06.881+00,true
907,Why Evolution Is True,Jerry A. Coyne,False,80,9780143116646,282,"{educational,science}",907.webp,#c97f06,#f0dbb9,True,2025-04-06 07:49:31.576+00,2025-05-24 21:18:27.036+00,true
911,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,False,75,9781400083039,240,"{memoir,music}",911.webp,#d23765,#f3c7d4,True,2025-04-06 07:49:31.58+00,2025-05-24 21:18:33.668+00,true
918,Six Thinking Hats,Edward de Bono,False,85,9780316177917,192,"{creativity,business}",918.webp,#f99c19,#fbba5e,True,2025-04-06 07:49:31.589+00,2025-05-01 14:29:13.292+00,true
912,Cash,Johnny Cash,False,80,9780060727536,320,"{biography,music}",912.webp,#b3562b,#ead0c4,True,2025-04-06 07:49:31.581+00,2025-05-24 21:18:43.413+00,true
916,Willpower: Rediscovering the Greatest Human Strength,Roy F. Baumeister,False,78,9780143122234,304,"{self-improvement,psychology}",916.webp,#c6250e,#efc2bb,True,2025-04-06 07:49:31.587+00,2025-05-24 21:18:50.76+00,true
913,حوار مع صديقي الملحد,مصطفى محمود,False,65,NULL,NULL,"{philosophy,religion}",913.webp,NULL,NULL,NULL,2025-04-06 07:49:31.583+00,2025-04-26 14:46:16.584+00,true
917,How to Make People Like You in 90 Seconds or Less,Nicholas Boothman,False,70,9780761149460,203,"{self-improvement,communication}",917.webp,#2997ae,#c3e2e8,True,2025-04-06 07:49:31.588+00,2025-05-24 21:18:57.407+00,true
919,Marie Antoinette: The Journey,Mark Villareal,False,75,NULL,NULL,"{biography,historical}",919.webp,#598992,#d1dee1,True,2025-04-06 07:49:31.59+00,2025-05-24 21:19:04.304+00,true
928,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,False,85,9781451697391,576,"{influential,environment}",928.webp,#2a3233,#c3c6c6,True,2025-04-06 07:49:31.601+00,2025-05-01 14:29:28.996+00,true
927,The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,Edith Hahn Beer,False,75,9780062378088,336,"{historical,biography}",927.webp,#bd4326,#edcac2,True,2025-04-06 07:49:31.6+00,2025-05-24 21:19:27.799+00,true
923,Your Erroneous Zones,Wayne W. Dyer,False,85,9780060919764,256,"{bestseller,self-improvement}",923.webp,NULL,NULL,NULL,2025-04-06 07:49:31.595+00,2025-04-26 14:46:16.618+00,true
926,The Psychology of Money,Morgan Housel,False,95,9780857197689,256,"{bestseller,influential}",926.webp,#007c52,#b8dacf,True,2025-04-06 07:49:31.599+00,2025-04-27 08:33:08.723+00,true
910,Churchill: A Life,Martin Gilbert,False,88,9780805023961,1066,"{biography,historical}",910.webp,#1e1d22,#c0c0c1,True,2025-04-06 07:49:31.579+00,2025-05-01 14:28:55.564+00,true
931,Coolidge,Amity Shlaes,False,65,9780061967559,768,"{biography,historical}",931.webp,#cba580,#dbc0a6,True,2025-04-06 07:49:31.604+00,2025-05-24 21:19:41.347+00,true
901,The Creature from Jekyll Island: A Second Look at the Federal Reserve,G. Edward Griffin,False,70,9780912986210,608,"{influential,economics}",901.webp,#0b1f1e,#bbc0c0,True,2025-04-06 07:49:31.569+00,2025-05-24 21:17:47.099+00,true
932,There are No Children Here: The Story of Two Boys Growing Up in Poverty in the American South,Alex Kotlowitz,False,75,9780385265560,336,"{sociology,influential}",932.webp,#e0904b,#f6e0cd,True,2025-04-06 07:49:31.605+00,2025-05-24 21:19:53.626+00,true
935,My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts,Resmaa Menakem,False,70,9781942094470,300,"{psychology,influential}",935.webp,#db8b18,#f5dfbe,True,2025-04-06 07:49:31.609+00,2025-05-24 21:20:02.701+00,true
933,Farm Sanctuary: Changing Hearts and Minds About Animals and Food,Gene Baur,False,60,9780743291590,320,"{environment,""animal rights""}",933.webp,NULL,NULL,NULL,2025-04-06 07:49:31.606+00,2025-04-26 14:46:16.659+00,true
934,Fed Up! A Relatable Memoir,C.P. Henderson,False,50,NULL,NULL,{memoir},934.webp,NULL,NULL,NULL,2025-04-06 07:49:31.607+00,2025-04-26 14:46:16.676+00,true
937,Women Don't Owe You Pretty,Florence Given,False,75,9781788402118,224,"{feminism,trending}",937.webp,#f06747,#fbd5cb,True,2025-04-06 07:49:31.611+00,2025-05-24 21:20:21.01+00,true
936,Business adventures,John Brooks,False,85,9781497644892,464,"{bestseller,business}",936.webp,NULL,NULL,NULL,2025-04-06 07:49:31.61+00,2025-04-26 14:46:16.696+00,true
938,Tiny Beautiful Things: Advice from Dear Sugar,Cheryl Strayed,False,80,9780307949332,400,"{self-improvement,advice}",938.webp,#d36333,#f3d3c6,True,2025-04-06 07:49:31.612+00,2025-05-24 21:20:28.275+00,true
940,I'd Rather Be Reading: The Delights and Dilemmas of the Reading Life,Anne Bogel,False,60,NULL,160,"{short-read,educational}",940.webp,NULL,NULL,NULL,2025-04-06 07:49:31.614+00,2025-04-26 14:46:16.714+00,true
904,Happier: Learn the Secrets to Daily Joy and Lasting Fulfillment,Tal Ben-Shahar,False,78,9780071492393,224,"{self-improvement,motivational}",904.webp,#fcc61c,#fdd760,True,2025-04-06 07:49:31.573+00,2025-05-24 21:17:53.573+00,true
925,Leonardo da Vinci,Walter Isaacson,False,90,9781501139154,624,"{bestseller,biography}",925.webp,#dba52e,#e6c06d,True,2025-04-06 07:49:31.598+00,2025-04-27 08:33:01.829+00,true
945,"Art of 4 Elements (AoL Mindfulness, #2)",Nataša Pantović,False,50,NULL,266,"{mindfulness,self-improvement}",945.webp,NULL,NULL,NULL,2025-04-06 07:49:31.62+00,2025-04-26 14:46:16.724+00,true
956,Chelsea Chelsea Bang Bang,Chelsea Handler,False,75,9780446552448,256,"{humor,memoir}",956.webp,#d82f5f,#f4c5d2,True,2025-04-06 07:49:31.633+00,2025-05-24 21:20:58.178+00,
968,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,False,90,9781568585987,592,"{award-winning,historical}",968.webp,#852416,#ddc2be,True,2025-04-06 07:49:31.647+00,2025-04-27 08:33:36.853+00,true
955,Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,False,85,9780805074000,320,"{political,influential}",955.webp,NULL,NULL,NULL,2025-04-06 07:49:31.632+00,2025-04-26 14:46:16.75+00,true
959,"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East",Scott Anderson,False,80,9780385532921,592,"{historical,biography}",959.webp,#cc2e19,#f1c5bf,True,2025-04-06 07:49:31.637+00,2025-05-24 21:21:06.051+00,true
957,The Urantia Book,Urantia Foundation,False,60,9780911560510,2097,"{spirituality,philosophy}",957.webp,NULL,NULL,NULL,2025-04-06 07:49:31.634+00,2025-04-26 14:46:16.756+00,true
960,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,False,80,9780385348713,608,"{historical,bestseller}",960.webp,#20312a,#c1c5c3,True,2025-04-06 07:49:31.638+00,2025-05-24 21:21:25.599+00,true
961,Do What You Are : Discover the Perfect Career for You Through the Secrets of Personality Type,Paul D. Tieger,False,75,9780316236737,416,"{self-improvement,career}",961.webp,#c8cdc2,#b4b9af,False,2025-04-06 07:49:31.639+00,2025-05-24 21:21:33.808+00,true
963,Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,False,70,9780060622138,336,"{biography,inspirational}",963.webp,#a7301f,#e6c5c0,True,2025-04-06 07:49:31.641+00,2025-05-24 21:21:50.387+00,true
966,The Language Instinct: How the Mind Creates Language,Steven Pinker,False,88,9780061336461,576,"{educational,influential}",966.webp,#477b5d,#cbdad2,True,2025-04-06 07:49:31.645+00,2025-05-01 14:30:22.651+00,true
965,Radiant Child: The Story of Young Artist Jean-Michel Basquiat,Javaka Steptoe,False,82,9780316213882,40,"{award-winning,biography}",965.webp,#52947a,#cfe1da,True,2025-04-06 07:49:31.643+00,2025-05-24 21:21:56.779+00,true
969,Way to Be!: 9 Ways To Be Happy And Make Something Of Your Life,Gordon B. Hinckley,False,65,9780743238307,208,"{motivational,self-improvement}",969.webp,#fed363,#e5be59,False,2025-04-06 07:49:31.648+00,2025-05-24 21:22:04.293+00,true
979,The Drowned and the Saved,Primo Levi,False,85,9780679721863,203,"{historical,influential}",979.webp,#4f5a5a,#ced1d1,True,2025-04-06 07:49:31.659+00,2025-05-01 14:30:30.582+00,true
967,Self-Publishing In the Eye of the Storm,Karl Wiggins,False,55,NULL,NULL,"{niche,publishing}",967.webp,NULL,NULL,NULL,2025-04-06 07:49:31.646+00,2025-04-26 14:46:16.783+00,true
942,The Rise of Theodore Roosevelt,Edmund Morris,False,85,9780375756788,960,"{award-winning,historical,biography}",942.webp,#6d3820,#d6c7c1,True,2025-04-06 07:49:31.617+00,2025-05-01 14:29:36.16+00,true
972,The Cloister Walk,Kathleen Norris,False,68,9781573225847,400,"{spirituality,memoir}",972.webp,#afab8a,#c7c4ad,True,2025-04-06 07:49:31.651+00,2025-05-24 21:22:10.855+00,true
980,"Overwhelmed: Work, Love, and Play When No One Has the Time",Brigid Schulte,False,65,9780374228446,368,"{self-improvement,""work-life balance""}",980.webp,#a694b6,#e6e1eb,True,2025-04-06 07:49:31.66+00,2025-05-24 21:22:18.844+00,true
974,"Adversity Builds Character; An Inspirational True Life Story of Disability, Addiction and Acceptance",Tom Ufert,False,60,NULL,NULL,"{inspirational,biography}",974.webp,NULL,NULL,NULL,2025-04-06 07:49:31.653+00,2025-04-26 14:46:16.8+00,true
977,"Nobody Asked Me, But ....",Karl Wiggins,False,45,NULL,NULL,"{humor,niche}",977.webp,NULL,NULL,NULL,2025-04-06 07:49:31.657+00,2025-04-26 14:46:16.809+00,true
949,Education of a Wandering Man: A Memoir,Louis L'Amour,False,70,9780553286526,272,"{biography,classic}",949.webp,#f0c47e,#d8b071,False,2025-04-06 07:49:31.625+00,2025-05-24 21:20:48.349+00,true
982,Life and Death in Shanghai,Nien Cheng,False,80,9780140108705,547,"{historical,biography}",982.webp,#e58f40,#f8e0c9,True,2025-04-06 07:49:31.662+00,2025-05-24 21:22:31.447+00,true
962,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,False,85,9781451636024,256,"{influential,spirituality}",962.webp,#79bec6,#a1d2d7,True,2025-04-06 07:49:31.64+00,2025-05-01 14:30:09.689+00,true
953,I'm OK - You're OK,Thomas A. Harris,False,90,9780060724276,320,"{bestseller,self-improvement}",953.webp,#d6bb6b,#e2cf97,True,2025-04-06 07:49:31.63+00,2025-04-27 08:33:17.433+00,true
1001,Focus: The Hidden Driver of Excellence,Daniel Goleman,False,75,9780062114860,311,"{self-improvement,psychology}",1001.webp,#001d39,#b8c0c7,True,2025-04-06 07:49:31.687+00,2025-05-24 17:39:20.216+00,true
992,The Desire Map,Danielle LaPorte,False,70,9781622032518,320,"{self-improvement,""personal development""}",992.webp,#c02e6b,#edc5d5,True,2025-04-06 07:49:31.673+00,2025-05-24 21:23:07.043+00,true
995,"Zen Flesh, Zen Bones: A Collection of Zen and Pre-Zen Writings",Paul Reps,False,78,9780804831864,210,"{philosophy,spirituality}",995.webp,#7c5f7f,#dad2db,True,2025-04-06 07:49:31.679+00,2025-05-24 21:23:22.91+00,true
1005,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,False,85,9780812974447,576,"{psychology,influential}",1005.webp,#310f10,#c5bcbc,True,2025-04-06 07:49:31.691+00,2025-05-01 13:42:47.754+00,true
994,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,False,85,9781400069224,336,"{historical,religion}",994.webp,NULL,NULL,NULL,2025-04-06 07:49:31.677+00,2025-04-26 14:46:16.854+00,true
1004,A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,False,80,9781611720342,192,"{biography,historical}",1004.webp,#3f4944,#c9cccb,True,2025-04-06 07:49:31.69+00,2025-05-24 17:39:27.036+00,true
1003,A Conservation Notebook,Paul Spencer Sochaczewski,False,50,NULL,NULL,"{nature,environment}",1003.webp,NULL,NULL,NULL,2025-04-06 07:49:31.689+00,2025-04-26 14:46:16.876+00,true
1006,Stillness Speaks,Eckhart Tolle,False,78,9781577314004,144,"{spirituality,mindfulness}",1006.webp,#14819c,#bddce3,True,2025-04-06 07:49:31.693+00,2025-05-24 17:39:50.71+00,true
1012,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,Cathy O'Neil,False,85,9780553418811,259,"{technology,society}",1012.webp,#ab851a,#e7ddbf,True,2025-04-06 07:49:31.7+00,2025-05-01 13:43:02.659+00,true
1010,The Anxiety and Phobia Workbook,Edmund J. Bourne,False,75,9781626252158,528,"{self-help,psychology}",1010.webp,#40615a,#c9d3d1,True,2025-04-06 07:49:31.697+00,2025-05-24 17:40:13.925+00,true
1015,The Body Is Not an Apology: The Power of Radical Self-Love,Sonya Renee Taylor,False,80,9781626569768,168,"{self-love,motivational}",1015.webp,#b22a43,#e9c3ca,True,2025-04-06 07:49:31.703+00,2025-05-24 17:40:37.466+00,true
1016,Driven to Distraction: Recognizing and Coping with Attention Deficit Disorder from Childhood Through Adulthood,Edward M. Hallowell,False,78,9780307743152,368,"{psychology,educational}",1016.webp,#e86843,#f9d5ca,True,2025-04-06 07:49:31.704+00,2025-05-24 17:40:57.988+00,true
1014,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,William Kamkwamba,False,88,9780061730337,320,"{inspirational,biography}",1014.webp,#fdb12e,#fec86d,True,2025-04-06 07:49:31.702+00,2025-05-01 13:43:10.157+00,true
1023,"The Power of Vulnerability: Teachings of Authenticity, Connections and Courage",Brené Brown,False,85,9781604078589,208,"{self-improvement,motivational}",1023.webp,#49a699,#cce6e3,True,2025-04-06 07:49:31.712+00,2025-05-01 13:43:17.302+00,true
1019,Mind Over Mood: Change How You Feel By Changing the Way You Think,Dennis Greenberger,False,80,9781462520428,341,"{self-help,psychology}",1019.webp,#3b9096,#c8e0e2,True,2025-04-06 07:49:31.708+00,2025-05-24 17:41:05.266+00,true
1020,The Twelve Caesars,Suetonius,False,70,9780140455168,368,"{classic,historical}",1020.webp,#d04f11,#f2cebc,True,2025-04-06 07:49:31.709+00,2025-05-24 17:41:19.375+00,true
1017,The Pragmatist's Guide to Sexuality,Malcolm Collins,False,55,NULL,NULL,"{sexuality,educational}",1017.webp,NULL,NULL,NULL,2025-04-06 07:49:31.705+00,2025-04-26 14:46:16.914+00,true
1022,Lincoln's Melancholy: How Depression Challenged a President and Fueled His Greatness,Joshua Wolf Shenk,False,65,9780618773442,368,"{historical,psychology}",1022.webp,#162134,#bec1c6,True,2025-04-06 07:49:31.711+00,2025-05-24 17:41:35.908+00,true
1024,Healing the Shame that Binds You,John Bradshaw,False,75,9780757303234,304,"{self-improvement,psychology}",1024.webp,#d6845d,#f3ddd2,True,2025-04-06 07:49:31.713+00,2025-05-24 17:41:45.855+00,true
1025,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,False,70,9780385485166,272,"{parenting,memoir}",1025.webp,#cf402a,#f1c9c3,True,2025-04-06 07:49:31.714+00,2025-05-24 17:41:54.355+00,true
987,Linchpin: Are You Indispensable?,Seth Godin,False,88,9781591844099,256,"{motivational,business}",987.webp,#d83d25,#f4c9c2,True,2025-04-06 07:49:31.667+00,2025-05-01 14:30:53.337+00,true
988,"To Selena, With Love",Chris Pérez,False,72,9780451414069,320,"{biography,music}",988.webp,#eb9795,#f1b6b5,True,2025-04-06 07:49:31.668+00,2025-05-24 21:22:44.97+00,true
985,The Lean Startup,Eric Ries,False,92,9780307887894,336,"{bestseller,entrepreneurship}",985.webp,NULL,NULL,NULL,2025-04-06 07:49:31.665+00,2025-04-26 14:46:16.936+00,true
993,Strength to Love,Martin Luther King Jr.,False,90,9780807000670,192,"{influential,classic}",993.webp,#67524e,#d5cfcd,True,2025-04-06 07:49:31.676+00,2025-04-27 08:33:49.453+00,true
1036,Underland: A Deep Time Journey,Robert Macfarlane,False,75,9780393242140,496,"{nature,influential}",1036.webp,#585445,#d0cfcb,True,2025-04-06 07:49:31.727+00,2025-05-24 17:43:42.169+00,true
1037,Mastery: The Keys to Success and Long-Term Fulfillment,George Leonard,False,70,9780452267565,192,"{self-improvement,motivational}",1037.webp,#182c32,#bec4c6,True,2025-04-06 07:49:31.727+00,2025-05-24 17:44:01.043+00,true
1038,Miracle in the Andes,Nando Parrado,False,75,9781400097692,304,"{biography,inspirational}",1038.webp,#f29053,#f6b187,True,2025-04-06 07:49:31.728+00,2025-05-24 17:46:16.916+00,true
1040,Finish: Give Yourself the Gift of Done,Jon Acuff,False,70,9781591847625,208,"{self-improvement,motivational}",1040.webp,#f13e0b,#fbc9bb,True,2025-04-06 07:49:31.731+00,2025-05-24 17:46:39.022+00,true
1042,Collected Poems,Dylan Thomas,False,80,9780811218818,352,{classic},1042.webp,#cab0c6,#dac8d7,True,2025-04-06 07:49:31.733+00,2025-05-24 17:46:46.853+00,true
